Betashares Portfolio Holdings,
,
Fund Name,Betashares Global Shares ETF
Fund ASX Code,BGBL
Date,2023-09-21
,
Ticker,SEDOL,Name,Asset Class,Sector,Country,Currency,Weight (%),Shares/Units (#),Market Value (AUD),Notional Value (AUD)
BIRG ID,BD1RP61,BANK OF IRELAND GROUP PLC,Equities,Financials,Ireland,EUR,0.0188488986,1357.0,20358.38,20358.38
CZR UW,BMWWGB0,CAESARS ENTERTAINMENT INC,Equities,Consumer Discretionary,United States,USD,0.0187851195,274.0,20289.5,20289.5
9508 JT,6499806,KYUSHU ELECTRIC POWER CO INC,Equities,Utilities,Japan,JPY,0.0187500782,1815.0,20251.65,20251.65
9531 JT,6895448,TOKYO GAS CO LTD,Equities,Utilities,Japan,JPY,0.0185940629,539.0,20083.14,20083.14
CHRW UW,2116228,CH ROBINSON WORLDWIDE INC,Equities,Industrials,United States,USD,0.0185271905,148.0,20010.91,20010.91
TFII CT,BDRXBF4,TFI INTERNATIONAL INC,Equities,Industrials,Canada,CAD,0.01848283,100.0,19963.0,19963.0
DOX UW,2256908,AMDOCS LTD,Equities,Information Technology,United States,USD,0.0183712845,148.0,19842.52,19842.52
XRO AT,B8P4LP4,XERO LTD,Equities,Information Technology,New Zealand,AUD,0.0183659527,172.0,19836.76,19836.76
RPRX UW,BMVP7Y0,ROYALTY PHARMA PLC,Equities,Healthcare,United States,USD,0.0183029132,483.0,19768.67,19768.67
TFX UN,2881407,TELEFLEX INC,Equities,Healthcare,United States,USD,0.0182032569,62.0,19661.03,19661.03
EMA CT,2650050,EMERA INC,Equities,Utilities,Canada,CAD,0.018155140900000002,336.0,19609.07,19609.07
ALFA SS,7332687,ALFA LAVAL AB,Equities,Industrials,Sweden,SEK,0.0181356066,382.0,19587.97,19587.97
9843 JT,6644800,NITORI HOLDINGS CO LTD,Equities,Consumer Discretionary,Japan,JPY,0.0180869482,109.0,19535.41,19535.41
OTEX CT,2260824,OPEN TEXT CORP,Equities,Information Technology,Canada,CAD,0.017990868200000003,352.0,19431.64,19431.64
MOWI NO,B02L486,MOWI ASA,Equities,Consumer Staples,Norway,NOK,0.0178826387,687.0,19314.74,19314.74
NN NA,BNG8PQ9,NN GROUP NV,Equities,Financials,Netherlands,EUR,0.0178633458,316.0,19293.9,19293.9
BURL UN,BF311Y5,BURLINGTON STORES INC,Equities,Consumer Discretionary,United States,USD,0.017804328499999997,89.0,19230.16,19230.16
11 HK,6408374,HANG SENG BANK LTD,Equities,Financials,Hong Kong,HKD,0.0176325601,1005.0,19044.63,19044.63
4188 JT,B0JQTJ0,MITSUBISHI CHEMICAL GROUP CORP,Equities,Materials,Japan,JPY,0.0175962803,1860.0,19005.45,19005.45
GJF NO,B4PH0C5,GJENSIDIGE FORSIKRING ASA,Equities,Financials,Norway,NOK,0.0175502706,812.0,18955.76,18955.76
ROL UN,2747305,ROLLINS INC,Equities,Industrials,United States,USD,0.017464911,319.0,18863.56,18863.56
3407 JT,6054603,ASAHI KASEI CORP,Equities,Materials,Japan,JPY,0.0174542233,1810.0,18852.02,18852.02
JM SP,6472119,JARDINE MATHESON HOLDINGS LTD,Equities,Industrials,Hong Kong,USD,0.0174315768,259.0,18827.56,18827.56
HMB SS,5687431,H & M HENNES & MAURITZ AB,Equities,Consumer Discretionary,Sweden,SEK,0.0174036869,849.0,18797.43,18797.43
BT/A LN,3091357,BT GROUP PLC,Equities,Communication Services,Britain,GBP,0.0173646321,8121.0,18755.25,18755.25
HSIC UW,2416962,HENRY SCHEIN INC,Equities,Healthcare,United States,USD,0.0173330316,163.0,18721.12,18721.12
MTN UN,2954194,VAIL RESORTS INC,Equities,Consumer Discretionary,United States,USD,0.0173187455,49.0,18705.69,18705.69
MTX GY,B09DHL9,MTU AERO ENGINES AG,Equities,Industrials,Germany,EUR,0.0171093105,69.0,18479.48,18479.48
ARX CT,B6463M8,ARC RESOURCES LTD,Equities,Energy,Canada,CAD,0.017108308699999998,778.0,18478.4,18478.4
PKN PW,5810066,POLSKI KONCERN NAFTOWY ORLEN S,Equities,Energy,Poland,PLN,0.0171025116,861.0,18472.14,18472.14
66 HK,6290054,MTR CORP LTD,Equities,Industrials,Hong Kong,HKD,0.017083329300000002,3041.0,18451.42,18451.42
BRBY LN,3174300,BURBERRY GROUP PLC,Equities,Consumer Discretionary,Britain,GBP,0.017044888799999998,480.0,18409.9,18409.9
MZTF IT,6916703,MIZRAHI TEFAHOT BANK LTD,Equities,Financials,Israel,ILS,0.017008325799999998,334.0,18370.41,18370.41
9048 JT,6619864,NAGOYA RAILROAD CO LTD,Equities,Industrials,Japan,JPY,0.016991305800000002,749.0,18352.03,18352.03
NIBEB SS,BN7BZM3,NIBE INDUSTRIER AB,Equities,Industrials,Sweden,SEK,0.016965014100000002,1949.0,18323.63,18323.63
8795 JT,6744294,T&D HOLDINGS INC,Equities,Financials,Japan,JPY,0.0169635749,692.0,18322.08,18322.08
PNDORA DC,B44XTX8,PANDORA A/S,Equities,Consumer Discretionary,Denmark,DKK,0.0169383532,116.0,18294.83,18294.83
FME GY,5129074,FRESENIUS MEDICAL CARE AG & CO,Equities,Healthcare,Germany,EUR,0.016910234099999998,258.0,18264.46,18264.46
CICT SP,6420129,CAPITALAND INTEGRATED COMMERCI,Equities,Real Estate,Singapore,SGD,0.0169020591,8471.0,18255.63,18255.63
RBLX UN,BMWBC20,ROBLOX CORP,Equities,Communication Services,United States,USD,0.0168737841,462.0,18225.09,18225.09
STB NO,4852832,STOREBRAND ASA,Equities,Financials,Norway,NOK,0.0168513325,1442.0,18200.84,18200.84
NHY NO,B11HK39,NORSK HYDRO ASA,Equities,Materials,Norway,NOK,0.0168501013,2036.0,18199.51,18199.51
CLAR SP,6563875,CAPITALAND ASCENDAS REIT,Equities,Real Estate,Singapore,SGD,0.0168402475,5738.0,18188.87,18188.87
EQT SS,BJ7W9K4,EQT AB,Equities,Financials,Sweden,SEK,0.01678808,605.0,18132.53,18132.53
8697 JT,6743882,JAPAN EXCHANGE GROUP INC,Equities,Financials,Japan,JPY,0.01676765,646.0,18110.46,18110.46
9202 JT,6014908,ANA HOLDINGS INC,Equities,Industrials,Japan,JPY,0.0167184953,530.0,18057.37,18057.37
EXO NA,BMJ1825,EXOR NV,Equities,Financials,Netherlands,EUR,0.016672825300000003,128.0,18008.04,18008.04
9042 JT,6408664,HANKYU HANSHIN HOLDINGS INC,Equities,Industrials,Japan,JPY,0.0166073274,321.0,17937.3,17937.3
HEI GY,5120679,HEIDELBERGCEMENT AG,Equities,Materials,Germany,EUR,0.016561612,149.0,17887.92,17887.92
TEL NO,4732495,TELENOR ASA,Equities,Communication Services,Norway,NOK,0.016505355099999997,995.0,17827.16,17827.16
9613 JT,6125639,NTT DATA CORP,Equities,Information Technology,Japan,JPY,0.0164762121,802.0,17795.68,17795.68
HLMA LN,0405207,HALMA PLC,Equities,Information Technology,Britain,GBP,0.0164145918,457.0,17729.13,17729.13
ELISA FH,5701513,ELISA OYJ,Equities,Communication Services,Finland,EUR,0.0163468611,233.0,17655.97,17655.97
4528 JT,6660107,ONO PHARMACEUTICAL CO LTD,Equities,Healthcare,Japan,JPY,0.0162823895,580.0,17586.34,17586.34
DOCU UW,BFYT7B7,DOCUSIGN INC,Equities,Information Technology,United States,USD,0.0161945741,266.0,17491.49,17491.49
CTLT UN,BP96PQ4,CATALENT INC,Equities,Healthcare,United States,USD,0.0161216428,240.0,17412.72,17412.72
3402 JT,6897143,TORAY INDUSTRIES INC,Equities,Materials,Japan,JPY,0.0160776603,2002.0,17365.21,17365.21
7272 JT,6985264,YAMAHA MOTOR CO LTD,Equities,Consumer Discretionary,Japan,JPY,0.0160471564,411.0,17332.27,17332.27
175 HK,6531827,GEELY AUTOMOBILE HOLDINGS LTD,Equities,Consumer Discretionary,China,HKD,0.0159971711,9264.0,17278.28,17278.28
5411 JT,6543792,JFE HOLDINGS INC,Equities,Materials,Japan,JPY,0.0159778977,712.0,17257.46,17257.46
ENT LN,B5VQMV6,ENTAIN PLC,Equities,Consumer Discretionary,Britain,GBP,0.0159743152,827.0,17253.59,17253.59
6645 JT,6659428,OMRON CORP,Equities,Information Technology,Japan,JPY,0.0159483286,243.0,17225.52,17225.52
IBKR UW,B1WT4X2,INTERACTIVE BROKERS GROUP INC,Equities,Financials,United States,USD,0.0159361256,124.0,17212.34,17212.34
CRDA LN,BJFFLV0,CRODA INTERNATIONAL PLC,Equities,Materials,Britain,GBP,0.0159299896,184.0,17205.72,17205.72
SNAP UN,BD8DJ71,SNAP INC,Equities,Communication Services,United States,USD,0.015915490100000002,1278.0,17190.06,17190.06
5101 JT,6986461,YOKOHAMA RUBBER CO LTD/THE,Equities,Consumer Discretionary,Japan,JPY,0.0158983427,504.0,17171.54,17171.54
KPN NA,5956078,KONINKLIJKE KPN NV,Equities,Communication Services,Netherlands,EUR,0.0158644631,3226.0,17134.94,17134.94
SW FP,7062713,SODEXO SA,Equities,Consumer Discretionary,France,EUR,0.015859507,103.0,17129.59,17129.59
NZYMB DC,B798FW0,NOVOZYMES A/S,Equities,Materials,Denmark,DKK,0.0158362674,266.0,17104.49,17104.49
2801 JT,6490809,KIKKOMAN CORP,Equities,Consumer Staples,Japan,JPY,0.0158308343,200.0,17098.62,17098.62
2282 JT,6640767,NH FOODS LTD,Equities,Consumer Staples,Japan,JPY,0.015830052,360.0,17097.78,17097.78
SPX LN,BWFGQN1,SPIRAX-SARCO ENGINEERING PLC,Equities,Industrials,Britain,GBP,0.015819414900000002,93.0,17086.29,17086.29
ABF LN,0673123,ASSOCIATED BRITISH FOODS PLC,Equities,Consumer Staples,Britain,GBP,0.0157922767,426.0,17056.98,17056.98
BEZQ IT,6098032,BEZEQ THE ISRAELI TELECOMMUNIC,Equities,Communication Services,Israel,ILS,0.0157684138,7670.0,17031.2,17031.2
HAS UW,2414580,HASBRO INC,Equities,Consumer Discretionary,United States,USD,0.0157354276,164.0,16995.57,16995.57
9107 JT,6484686,KAWASAKI KISEN KAISHA LTD,Equities,Industrials,Japan,JPY,0.015723871,287.0,16983.09,16983.09
HEIO NA,B0CCH46,HEINEKEN HOLDING NV,Equities,Consumer Staples,Netherlands,EUR,0.015715221999999997,139.0,16973.75,16973.75
SRT3 GY,5843329,SARTORIUS AG,Equities,Healthcare,Germany,EUR,0.0157070694,32.0,16964.94,16964.94
WTB LN,B1KJJ40,WHITBREAD PLC,Equities,Consumer Discretionary,Britain,GBP,0.0155878537,245.0,16836.18,16836.18
PKO PW,B03NGS5,POWSZECHNA KASA OSZCZEDNOSCI B,Equities,Financials,Poland,PLN,0.0155677928,1324.0,16814.51,16814.51
8601 JT,6251448,DAIWA SECURITIES GROUP INC,Equities,Financials,Japan,JPY,0.015474054800000001,1766.0,16713.27,16713.27
3659 JT,B63QM77,NEXON CO LTD,Equities,Communication Services,Japan,JPY,0.015462960500000001,587.0,16701.29,16701.29
PAH3 GY,7101069,PORSCHE AUTOMOBIL HOLDING SE,Equities,Consumer Discretionary,Germany,EUR,0.0153634926,204.0,16593.85,16593.85
6869 JT,6883807,SYSMEX CORP,Equities,Healthcare,Japan,JPY,0.015352408699999999,212.0,16581.88,16581.88
9201 JT,B8BRV46,JAPAN AIRLINES CO LTD,Equities,Industrials,Japan,JPY,0.015327860600000002,527.0,16555.37,16555.37
CPB UN,2162845,CAMPBELL SOUP CO,Equities,Consumer Staples,United States,USD,0.0152289783,246.0,16448.57,16448.57
3289 JT,BDC6LT2,TOKYU FUDOSAN HOLDINGS CORP,Equities,Real Estate,Japan,JPY,0.015216903,1606.0,16435.52,16435.52
7532 JT,6269861,PAN PACIFIC INTERNATIONAL HOLD,Equities,Consumer Discretionary,Japan,JPY,0.0152147616,511.0,16433.21,16433.21
TEP FP,5999330,TELEPERFORMANCE,Equities,Industrials,France,EUR,0.015180229100000001,82.0,16395.91,16395.91
1928 HK,B5B23W2,SANDS CHINA LTD,Equities,Consumer Discretionary,Macao,HKD,0.015074095000000001,3308.0,16281.28,16281.28
LBTYK UW,B8W67B1,LIBERTY GLOBAL PLC,Equities,Communication Services,Britain,USD,0.0150213104,533.0,16224.27,16224.27
ETSY UW,BWTN5N1,ETSY INC,Equities,Consumer Discretionary,United States,USD,0.015019881799999999,162.0,16222.72,16222.72
1812 JT,6481320,KAJIMA CORP,Equities,Industrials,Japan,JPY,0.0150122951,609.0,16214.53,16214.53
OMV AV,4651459,OMV AG,Equities,Energy,Austria,EUR,0.014961186699999999,214.0,16159.33,16159.33
FPH NZ,6340250,FISHER & PAYKEL HEALTHCARE COR,Equities,Healthcare,New Zealand,NZD,0.014934549699999999,796.0,16130.56,16130.56
2413 JT,B02K2M3,M3 INC,Equities,Healthcare,Japan,JPY,0.014915564700000002,549.0,16110.05,16110.05
AOS UN,2816023,A O SMITH CORP,Equities,Industrials,United States,USD,0.014858780799999999,158.0,16048.72,16048.72
U UN,BLFDXH8,UNITY SOFTWARE INC,Equities,Information Technology,United States,USD,0.0146978386,321.0,15874.89,15874.89
SCAB SS,B1VVGZ5,SVENSKA CELLULOSA AB SCA,Equities,Materials,Sweden,SEK,0.014693503699999999,756.0,15870.21,15870.21
UU/ LN,B39J2M4,UNITED UTILITIES GROUP PLC,Equities,Utilities,Britain,GBP,0.014682563999999999,838.0,15858.39,15858.39
METSO FH,B1FN8X9,METSO OYJ,Equities,Industrials,Finland,EUR,0.0146784003,942.0,15853.9,15853.9
CON GY,4598589,CONTINENTAL AG,Equities,Consumer Discretionary,Germany,EUR,0.014632530599999999,144.0,15804.35,15804.35
5713 JT,6858849,SUMITOMO METAL MINING CO LTD,Equities,Materials,Japan,JPY,0.014616719799999999,319.0,15787.28,15787.28
SOLB BB,4821100,SOLVAY SA,Equities,Materials,Belgium,EUR,0.014580015800000002,89.0,15747.63,15747.63
MB IM,4574813,MEDIOBANCA BANCA DI CREDITO FI,Equities,Financials,Italy,EUR,0.0144797623,765.0,15639.35,15639.35
CAE CT,2162760,CAE INC,Equities,Industrials,Canada,CAD,0.0144591745,421.0,15617.11,15617.11
9532 JT,6661768,OSAKA GAS CO LTD,Equities,Utilities,Japan,JPY,0.0144426784,567.0,15599.3,15599.3
FBK IM,BNGN9Z1,FINECOBANK BANCA FINECO SPA,Equities,Financials,Italy,EUR,0.014418933399999998,806.0,15573.65,15573.65
4689 JT,6084848,Z HOLDINGS CORP,Equities,Communication Services,Japan,JPY,0.0143893923,3465.0,15541.74,15541.74
WN CT,2956662,GEORGE WESTON LTD,Equities,Consumer Staples,Canada,CAD,0.014358024200000001,88.0,15507.86,15507.86
5201 JT,6055208,AGC INC,Equities,Industrials,Japan,JPY,0.014346197299999999,272.0,15495.09,15495.09
H CT,BYYXJY9,HYDRO ONE LTD,Equities,Utilities,Canada,CAD,0.014328090299999999,373.0,15475.53,15475.53
MRO LN,BNGDN82,MELROSE INDUSTRIES PLC,Equities,Industrials,Britain,GBP,0.0143207716,1712.0,15467.63,15467.63
ERF FP,BNDPYV1,EUROFINS SCIENTIFIC SE,Equities,Healthcare,Luxembourg,EUR,0.0142855083,168.0,15429.54,15429.54
PSON LN,0677608,PEARSON PLC,Equities,Consumer Discretionary,Britain,GBP,0.014257882000000001,928.0,15399.7,15399.7
CYBR UW,BQT3XY6,CYBERARK SOFTWARE LTD,Equities,Information Technology,United States,USD,0.0142393415,60.0,15379.68,15379.68
TEN IM,7538515,TENARIS SA,Equities,Energy,United States,EUR,0.0142163807,630.0,15354.88,15354.88
GBLB BB,7097328,GROUPE BRUXELLES LAMBERT NV,Equities,Financials,Belgium,EUR,0.0141877698,129.0,15323.97,15323.97
7261 JT,6900308,MAZDA MOTOR CORP,Equities,Consumer Discretionary,Japan,JPY,0.0141647539,803.0,15299.11,15299.11
BOL SS,BPYTZ57,BOLIDEN AB,Equities,Materials,Sweden,SEK,0.0141473104,358.0,15280.27,15280.27
TIT IM,7634394,TELECOM ITALIA SPA/MILANO,Equities,Communication Services,Italy,EUR,0.014127052499999999,28754.0,15258.39,15258.39
2002 JT,6640961,NISSHIN SEIFUN GROUP INC,Equities,Consumer Staples,Japan,JPY,0.0140907968,743.0,15219.24,15219.24
4732 JT,6171494,USS CO LTD,Equities,Consumer Discretionary,Japan,JPY,0.014050310299999999,578.0,15175.51,15175.51
GRAB UW,BP6NH40,GRAB HOLDINGS LTD,Equities,Industrials,Singapore,USD,0.014040086500000002,2812.0,15164.46,15164.46
EN FP,4002121,BOUYGUES SA,Equities,Industrials,France,EUR,0.013952699,269.0,15070.08,15070.08
ALLY UN,B72XK05,ALLY FINANCIAL INC,Equities,Financials,United States,USD,0.013935220800000002,357.0,15051.2,15051.2
WIL SP,B17KC69,WILMAR INTERNATIONAL LTD,Equities,Consumer Staples,China,SGD,0.0138214341,3548.0,14928.3,14928.3
SVT LN,B1FH8J7,SEVERN TRENT PLC,Equities,Utilities,Britain,GBP,0.0138173641,319.0,14923.91,14923.91
1997 HK,BF0GWS4,WHARF REAL ESTATE INVESTMENT C,Equities,Real Estate,Hong Kong,HKD,0.0137326531,2519.0,14832.41,14832.41
7012 JT,6484620,KAWASAKI HEAVY INDUSTRIES LTD,Equities,Industrials,Japan,JPY,0.013730828599999998,371.0,14830.44,14830.44
7701 JT,6804369,SHIMADZU CORP,Equities,Information Technology,Japan,JPY,0.013719046,346.0,14817.71,14817.71
ACS SQ,B01FLQ6,ACS ACTIVIDADES DE CONSTRUCCIO,Equities,Industrials,Spain,EUR,0.013714398000000001,261.0,14812.69,14812.69
WLN FP,BNFWR44,WORLDLINE SA/FRANCE,Equities,Financials,France,EUR,0.0137055379,324.0,14803.12,14803.12
9501 JT,6895404,TOKYO ELECTRIC POWER CO HOLDIN,Equities,Utilities,Japan,JPY,0.013622586400000001,1932.0,14713.53,14713.53
CAST SS,B0XP0T0,CASTELLUM AB,Equities,Real Estate,Sweden,SEK,0.013599534600000001,937.0,14688.63,14688.63
6479 JT,6642406,MINEBEA MITSUMI INC,Equities,Industrials,Japan,JPY,0.013461523599999999,553.0,14539.57,14539.57
1802 JT,6656407,OBAYASHI CORP,Equities,Industrials,Japan,JPY,0.013449560000000001,986.0,14526.65,14526.65
VMS SP,6927374,VENTURE CORP LTD,Equities,Information Technology,Singapore,SGD,0.0133734768,982.0,14444.47,14444.47
9005 JT,6896548,TOKYU CORP,Equities,Industrials,Japan,JPY,0.0133697213,755.0,14440.41,14440.41
KEP SP,B1VQ5C0,KEPPEL CORP LTD,Equities,Industrials,Singapore,SGD,0.013351560299999999,1882.0,14420.8,14420.8
PARA UW,BKTNTR9,PARAMOUNT GLOBAL,Equities,Communication Services,United States,USD,0.0133387402,695.0,14406.95,14406.95
GALP PL,B1FW751,GALP ENERGIA SGPS SA,Equities,Energy,Portugal,EUR,0.0132845579,616.0,14348.43,14348.43
6963 JT,6747204,ROHM CO LTD,Equities,Information Technology,Japan,JPY,0.0132301382,119.0,14289.65,14289.65
BEN UN,2350684,FRANKLIN RESOURCES INC,Equities,Financials,United States,USD,0.013189876199999999,363.0,14246.17,14246.17
4912 JT,6518808,LION CORP,Equities,Consumer Staples,Japan,JPY,0.013184904400000001,939.0,14240.8,14240.8
YAR NO,7751259,YARA INTERNATIONAL ASA,Equities,Materials,Brazil,NOK,0.013174185599999999,243.0,14229.22,14229.22
FOXA UW,BJJMGL2,FOX CORP,Equities,Communication Services,United States,USD,0.0131717228,284.0,14226.56,14226.56
1878 JT,6250508,DAITO TRUST CONSTRUCTION CO LT,Equities,Real Estate,Japan,JPY,0.0131254141,84.0,14176.54,14176.54
MAERSKA DC,4253059,AP MOLLER - MAERSK A/S,Equities,Industrials,Denmark,DKK,0.0130832196,5.0,14130.97,14130.97
GRF SQ,BYY3DX6,GRIFOLS SA,Equities,Healthcare,Spain,EUR,0.0130328052,677.0,14076.52,14076.52
2267 JT,6985112,YAKULT HONSHA CO LTD,Equities,Consumer Staples,Japan,JPY,0.0130315438,180.0,14075.15,14075.15
DHER GY,BZCNB42,DELIVERY HERO SE,Equities,Consumer Discretionary,South Korea,EUR,0.0130015716,270.0,14042.78,14042.78
7911 JT,6897024,TOPPAN INC,Equities,Industrials,Japan,JPY,0.0129174914,352.0,13951.97,13951.97
AUTO LN,BVYVFW2,AUTO TRADER GROUP PLC,Equities,Communication Services,Britain,GBP,0.0129008218,1175.0,13933.96,13933.96
7912 JT,6250906,DAI NIPPON PRINTING CO LTD,Equities,Industrials,Japan,JPY,0.0128495332,326.0,13878.57,13878.57
ENR GY,BMTVQK9,SIEMENS ENERGY AG,Equities,Industrials,Germany,EUR,0.012816500699999999,681.0,13842.89,13842.89
BME LN,BMTRW10,B&M EUROPEAN VALUE RETAIL SA,Equities,Consumer Discretionary,Britain,GBP,0.0128164026,1236.0,13842.78,13842.78
4612 JT,6640507,NIPPON PAINT HOLDINGS CO LTD,Equities,Materials,Japan,JPY,0.012760126699999999,1173.0,13782.0,13782.0
9506 JT,6895266,TOHOKU ELECTRIC POWER CO INC,Equities,Utilities,Japan,JPY,0.012753937100000001,1223.0,13775.32,13775.32
3291 JT,BFDTBS3,IIDA GROUP HOLDINGS CO LTD,Equities,Consumer Discretionary,Japan,JPY,0.012718530399999999,507.0,13737.07,13737.07
3 HK,6436557,HONG KONG & CHINA GAS CO LTD,Equities,Utilities,Hong Kong,HKD,0.0127157794,12509.0,13734.1,13734.1
19 HK,6867748,SWIRE PACIFIC LTD,Equities,Real Estate,Hong Kong,HKD,0.0127010222,1254.0,13718.16,13718.16
JMT PL,B1Y1SQ7,JERONIMO MARTINS SGPS SA,Equities,Consumer Staples,Portugal,EUR,0.01263506,386.0,13646.92,13646.92
WHR UN,2960384,WHIRLPOOL CORP,Equities,Consumer Discretionary,United States,USD,0.0126336709,66.0,13645.42,13645.42
IAG LN,B5M6XQ7,INTERNATIONAL CONSOLIDATED AIR,Equities,Industrials,Britain,GBP,0.0126072508,4670.0,13616.88,13616.88
GWO CT,2384951,GREAT-WEST LIFECO INC,Equities,Financials,Canada,CAD,0.0125741485,289.0,13581.13,13581.13
4324 JT,6416281,DENTSU GROUP INC,Equities,Communication Services,Japan,JPY,0.012563023500000001,293.0,13569.11,13569.11
3088 JT,B249GC0,MATSUKIYOCOCOKARA & CO,Equities,Consumer Staples,Japan,JPY,0.012539428799999999,162.0,13543.63,13543.63
FSV CT,BJMKSJ5,FIRSTSERVICE CORP,Equities,Real Estate,Canada,CAD,0.0124403878,57.0,13436.66,13436.66
SGX SP,6303866,SINGAPORE EXCHANGE LTD,Equities,Financials,Singapore,SGD,0.0124000944,1201.0,13393.14,13393.14
PZU PW,B63DG21,POWSZECHNY ZAKLAD UBEZPIECZEN,Equities,Financials,Poland,PLN,0.0123784542,905.0,13369.76,13369.76
SBRY LN,B019KW7,J SAINSBURY PLC,Equities,Consumer Staples,Britain,GBP,0.01236178,2538.0,13351.75,13351.75
2269 JT,B60DQV3,MEIJI HOLDINGS CO LTD,Equities,Consumer Staples,Japan,JPY,0.0123097399,342.0,13295.55,13295.55
6586 JT,6555805,MAKITA CORP,Equities,Industrials,Japan,JPY,0.0122827815,331.0,13266.43,13266.43
WIE AV,5699373,WIENERBERGER AG,Equities,Materials,Austria,EUR,0.0122667487,332.0,13249.11,13249.11
7459 JT,6782090,MEDIPAL HOLDINGS CORP,Equities,Healthcare,Japan,JPY,0.012223349900000001,482.0,13202.24,13202.24
1801 JT,6870100,TAISEI CORP,Equities,Industrials,Japan,JPY,0.0121840711,234.0,13159.81,13159.81
STM SP,6205133,SEATRIUM LTD,Equities,Industrials,Singapore,SGD,0.012180813700000001,86105.0,13156.29,13156.29
4755 JT,6229597,RAKUTEN GROUP INC,Equities,Consumer Discretionary,Japan,JPY,0.0121562796,1979.0,13129.8,13129.8
9143 JT,BFFY885,SG HOLDINGS CO LTD,Equities,Industrials,Japan,JPY,0.0121366568,622.0,13108.6,13108.6
7453 JT,6758455,RYOHIN KEIKAKU CO LTD,Equities,Consumer Discretionary,Japan,JPY,0.0120903474,645.0,13058.58,13058.58
2784 JT,6687214,ALFRESA HOLDINGS CORP,Equities,Healthcare,Japan,JPY,0.0120881327,483.0,13056.19,13056.19
4062 JT,6456102,IBIDEN CO LTD,Equities,Information Technology,Japan,JPY,0.0120752988,162.0,13042.33,13042.33
7259 JT,6010702,AISIN CORP,Equities,Consumer Discretionary,Japan,JPY,0.012063017499999999,215.0,13029.06,13029.06
SCHN SE,B11WWH2,SCHINDLER HOLDING AG,Equities,Industrials,Switzerland,CHF,0.012059717,42.0,13025.5,13025.5
8593 JT,6268976,MITSUBISHI HC CAPITAL INC,Equities,Financials,Japan,JPY,0.012059350699999999,1169.0,13025.1,13025.1
7936 JT,6057378,ASICS CORP,Equities,Consumer Discretionary,Japan,JPY,0.012046688,224.0,13011.43,13011.43
CHR DC,B573M11,CHR HANSEN HOLDING A/S,Equities,Materials,Denmark,DKK,0.012035014299999999,133.0,12998.82,12998.82
SKFB SS,B1Q3J35,SKF AB,Equities,Industrials,Sweden,SEK,0.0120186745,515.0,12981.17,12981.17
IAG CT,BJ2ZH37,IA FINANCIAL CORP INC,Equities,Financials,Canada,CAD,0.0120054889,130.0,12966.93,12966.93
SKAB SS,7142091,SKANSKA AB,Equities,Industrials,Sweden,SEK,0.0119347755,518.0,12890.55,12890.55
HUSQB SS,B12PJ24,HUSQVARNA AB,Equities,Industrials,Sweden,SEK,0.011920836399999999,1115.0,12875.5,12875.5
ESLT IT,6308913,ELBIT SYSTEMS LTD,Equities,Industrials,Israel,ILS,0.011915482699999999,41.0,12869.71,12869.71
AIA NZ,BKX3XG2,AUCKLAND INTERNATIONAL AIRPORT,Equities,Industrials,New Zealand,NZD,0.0119114876,1763.0,12865.4,12865.4
SCCO UN,2823777,SOUTHERN COPPER CORP,Equities,Materials,Mexico,USD,0.0118444723,108.0,12793.02,12793.02
ONEX CT,2659518,ONEX CORP,Equities,Financials,Canada,CAD,0.0117821725,137.0,12725.73,12725.73
DIM FP,BYZ2QP5,SARTORIUS STEDIM BIOTECH,Equities,Healthcare,France,EUR,0.0117766103,33.0,12719.72,12719.72
SOF BB,4820301,SOFINA SA,Equities,Financials,Belgium,EUR,0.0117581517,39.0,12699.78,12699.78
EDPR PL,B39GNW2,EDP RENOVAVEIS SA,Equities,Utilities,Spain,EUR,0.011736432,472.0,12676.32,12676.32
AGS BB,B86S2N0,AGEAS SA/NV,Equities,Financials,Belgium,EUR,0.0117127742,194.0,12650.77,12650.77
PUM GY,5064722,PUMA SE,Equities,Consumer Discretionary,Germany,EUR,0.011711359000000001,129.0,12649.24,12649.24
WEIR LN,0946580,WEIR GROUP PLC/THE,Equities,Industrials,Britain,GBP,0.0116682885,342.0,12602.72,12602.72
K CT,B03Z841,KINROSS GOLD CORP,Equities,Materials,Canada,CAD,0.0116607986,1616.0,12594.63,12594.63
SCHP SE,B11TCY0,SCHINDLER HOLDING AG,Equities,Industrials,Switzerland,CHF,0.011646241,39.0,12578.91,12578.91
EPIB SS,BMD58W3,EPIROC AB,Equities,Industrials,Sweden,SEK,0.0114974462,500.0,12418.2,12418.2
ELE SQ,5271782,ENDESA SA,Equities,Utilities,Spain,EUR,0.0114808568,373.0,12400.28,12400.28
9697 JT,6173694,CAPCOM CO LTD,Equities,Communication Services,Japan,JPY,0.011464066299999999,224.0,12382.15,12382.15
MEL NZ,BWFD052,MERIDIAN ENERGY LTD,Equities,Utilities,New Zealand,NZD,0.0113920688,2534.0,12304.38,12304.38
6965 JT,6405870,HAMAMATSU PHOTONICS KK,Equities,Information Technology,Japan,JPY,0.0113682404,182.0,12278.65,12278.65
5019 JT,B1FF8P7,IDEMITSU KOSAN CO LTD,Equities,Energy,Japan,JPY,0.0113329999,332.0,12240.58,12240.58
